gene,n_metabolites,n_cell_types,n_tests
TG,22,3,23
TMCC1-DT,22,1,22
TRPC7,22,3,23
VDAC1,22,4,24
ZNF780A,22,2,23
AK5,21,6,29
AKAP5,21,5,32
ANKRD36BP2,21,5,28
ANOS1,21,4,24
ARHGAP15,21,5,32
ARSG,21,3,30
ATP2C2,21,3,21
ATP5PO,21,6,23
BCHE,21,3,22
C1orf122,21,6,25
CBLN4,21,2,21
CDK5R1,21,5,22
CFAP47,21,3,27
CHGA,21,4,26
CHN1,21,2,28
CNTNAP5-DT,21,3,24
COL12A1,21,4,22
DANT2,21,5,28
EBF3,21,3,33
ENSG00000227227,21,4,22
ENSG00000228655,21,5,28
ENSG00000258662,21,3,24
ENSG00000285280,21,3,29
ENSG00000286797,21,5,27
ENSG00000286812,21,5,28
ENSG00000289408,21,3,21
ENSG00000291194,21,4,29
ETV5,21,7,27
FAM153A,21,3,23
FAM222A-AS1,21,2,24
FRMD6,21,3,22
FRMPD3,21,4,21
FRY,21,3,22
FSTL4,21,4,24
GAS7,21,5,32
GDA,21,5,24
GPR153,21,2,21
GTF3C6,21,5,23
HFM1,21,2,26
HRH1,21,4,29
JHY,21,3,32
KAT2B,21,2,23
KAZN,21,4,24
KCNIP4-IT1,21,5,23
KCNJ2,21,3,25
KLHL1,21,5,22
LECT2,21,3,28
LINC01060,21,3,24
LINC01902,21,3,22
LMO1,21,4,24
LRRC63,21,3,22
MASP1,21,5,23
MIR325HG,21,8,24
NAV2,21,7,24
NDRG1,21,2,23
NEFM,21,3,21
NEXN,21,4,28
NFE2L1,21,5,22
NFIX,21,3,23
NIN,21,4,25
NLGN4X,21,3,27
NT5DC1,21,5,29
NT5DC3,21,2,21
NTRK2,21,6,26
PAM,21,3,24
PCED1B,21,4,29
PGAM1,21,7,22
PHF24,21,4,25
PLXND1,21,1,21
PPARGC1B,21,2,23
PPM1H,21,4,22
PPP1R1B,21,4,26
PPP4R4,21,3,33
PRICKLE1,21,5,23
PROKR2,21,3,21
PRUNE2,21,4,21
PRXL2A,21,6,22
RAD18,21,3,22
RANBP17,21,4,23
RBMS3-AS3,21,4,25
RCAN2,21,4,21
RGS9,21,6,35
RNF182,21,4,24
SGSM1,21,4,25
SH3BGRL3,21,5,22
SH3RF2,21,4,32
SLCO4C1,21,4,21
SLIT1,21,3,24
SLIT2,21,3,21
SLX4IP,21,2,22
SNHG14,21,4,26
SNHG8,21,6,21
SNRPB2,21,6,23
SNRPN,21,5,31
SNTG2,21,5,22
SNU13,21,6,22
SOCS2,21,3,36
SP9,21,4,30
SPANXA2-OT1,21,5,30
STAT4,21,3,24
TC2N,21,3,24
TMC3,21,2,21
TMEM108,21,7,27
TMEM132C,21,4,30
TMEM163,21,4,22
TMEM59L,21,6,24
TMSB15A,21,8,21
TSPAN5,21,4,26
WNT7B,21,4,26
WWC2,21,4,25
XRCC4,21,3,28
YPEL3,21,6,21
ADAM7-AS1,20,4,24
ADAMTS19,20,5,32
ADAMTS19-AS1,20,4,28
ADTRP,20,1,20
ALK,20,5,30
ALPL,20,3,25
ANKDD1B,20,2,23
ANKRD30BL,20,4,22
ANKRD34B,20,1,20
APLP1,20,6,22
ARAP2,20,5,27
ARF5,20,6,20
ARL8A,20,5,22
ATP5IF1,20,5,20
ATXN1-AS1,20,3,26
BCAS1,20,4,20
BCL6,20,4,20
BEX5,20,7,22
BMAL1,20,4,28
BRINP1,20,5,22
CDH10,20,6,20
CDHR3,20,4,22
CIRBP,20,4,20
CNTNAP4,20,5,24
COA3,20,5,22
COPE,20,5,22
CRIM1,20,4,33
CSGALNACT1,20,4,20
DDX24,20,6,22
DIAPH2,20,5,25
DPP4,20,1,20
DRD1,20,3,23
DSCAML1,20,5,26
ECE2,20,3,21
EDIL3,20,5,20
EDIL3-DT,20,3,20
EEPD1,20,4,26
EID1,20,8,20
ELL2,20,4,20
ENSG00000223838,20,2,25
ENSG00000225811,20,5,30
ENSG00000231662,20,3,25
ENSG00000234173,20,5,22
ENSG00000235978,20,5,21
ENSG00000236408,20,3,22
ENSG00000236501,20,2,29
ENSG00000237473,20,1,20
ENSG00000242816,20,4,31
ENSG00000248343,20,3,23
ENSG00000250354,20,5,26
ENSG00000251031,20,2,21
ENSG00000255132,20,3,20
ENSG00000255240,20,2,24
ENSG00000255968,20,3,20
ENSG00000258526,20,3,20
ENSG00000259434,20,3,28
ENSG00000259543,20,3,23
ENSG00000280660,20,2,21
ENSG00000285741,20,2,21
ENSG00000287299,20,4,30
ENSG00000287900,20,3,22
ENSG00000288765,20,4,25
ENSG00000289417,20,1,20
EYA1,20,4,27
FAM81A,20,3,22
FAT4,20,4,22
FHIP1A,20,3,26
FLG-AS1,20,7,23
GALNT7,20,3,22
GFY,20,3,20
GRM2,20,1,20
GSE1,20,6,23
HNRNPK,20,5,26
IGFBP2,20,6,23
INPP5A,20,4,27
IQCM,20,3,22
IRAK2,20,1,20
KCNH4,20,2,20
KIAA1671,20,4,26
LAMB1,20,3,26
LEXM,20,2,21
LINC01117,20,2,26
LINC01305,20,3,29
LINC01378,20,3,21
LINC01725,20,3,24
LINC01748,20,5,20
LINC02955,20,1,20
LSM3,20,6,22
MAGOH-DT,20,3,21
MAN1A1,20,6,25
MAP3K21,20,5,24
MAST4,20,5,26
MEGF11,20,6,23
MIR137HG,20,5,31
MYO3B,20,2,23
NCAM2,20,4,21
NCEH1,20,4,25
NEK10,20,4,35
NOP10,20,5,20
NPFFR1,20,2,20
NPSR1,20,4,26
NUAK1,20,3,20
OTOF,20,4,26
OVCH1-AS1,20,3,27
PAG1,20,7,26
PBX1,20,2,20
PCSK2,20,7,24
PFN1,20,6,24
PID1,20,3,21
PIEZO2,20,6,26
PLPP4,20,5,21
POC5,20,2,21
PREX2,20,5,23
SAMD12,20,4,28
SAP18,20,7,22
SCN9A,20,3,27
SEMA6A,20,4,24
SERBP1,20,6,21
SEZ6,20,4,21
SFMBT2,20,7,24
SH3GL2,20,4,22
SHISAL1,20,1,20
SHROOM3-AS1,20,4,22
SLC25A5,20,6,20
SLC39A8,20,2,21
SLC8A3,20,4,22
SLITRK3,20,4,22
SPATA16,20,1,20
SPNS2,20,2,21
SSR2,20,6,20
ST6GALNAC5,20,3,24
ST8SIA1,20,5,26
SYNGR3,20,5,20
TESC,20,3,23
TLE1,20,4,26
TMEM160,20,5,21
TMEM47,20,2,25
TPM2,20,4,22
TRIM9,20,6,22
TSPAN9,20,5,25
ZDHHC22,20,1,20
ZNF385D-AS2,20,4,22
ZNRF3,20,3,31
ADAM23,19,4,27
ANK1,19,5,24
ANO2,19,2,19
AP2M1,19,6,19
APBB2,19,4,22
ARHGAP28,19,4,23
ARNT2,19,2,22
BCL10-AS1,19,3,19
C17orf49,19,5,21
CA1,19,4,19
CALCOCO2,19,1,19
CAV1,19,3,23
CCDC18-AS1,19,6,24
CDH18-AS1,19,4,20
CECR2,19,4,23
CEMIP2,19,3,23
CFAP61,19,4,25
CNR1,19,7,26
COBLL1,19,3,20
COX7A2L,19,4,20
CRHR2,19,1,19
DAPK1,19,3,27
DLGAP1,19,3,23
DOCK2,19,4,22
DOCK4,19,5,20
DTNBP1,19,4,28
ENSG00000251076,19,1,19
ENSG00000257522,19,4,21
ENSG00000258107,19,2,21
ENSG00000259690,19,3,21
ENSG00000260658,19,3,19
ENSG00000260918,19,5,30
ENSG00000272865,19,2,20
ENSG00000275649,19,1,19
ENSG00000285882,19,1,19
ENSG00000286288,19,3,25
ENSG00000288565,19,4,21
ENSG00000288876,19,3,21
ENSG00000289953,19,2,21
EPHA10,19,4,25
EPHA5-AS1,19,4,21
EYA2,19,6,29
FAM89B,19,6,21
GALNT17,19,5,21
GALNT18,19,4,21
GARNL3,19,3,21
GRIK3,19,3,29
HCFC1R1,19,6,21
HECA,19,3,21
HRAS,19,4,19
IGDCC4,19,1,19
IPMK,19,2,21
IQCA1,19,5,33
JTB,19,6,20
KCNC4,19,1,19
KCTD1,19,3,28
KCTD19,19,3,22
KIRREL3,19,6,19
LARS2,19,1,19
LINC01182,19,3,21
LINC01776,19,3,20
LINC01837,19,1,19
LMNTD1,19,2,22
LRRC52-AS1,19,3,23
LRRC8B,19,2,19
MAGEC3,19,5,28
MAPK10-AS1,19,2,20
MAZ,19,5,20
MBNL1,19,1,19
MDK,19,5,25
MEF2C-AS2,19,5,25
MIR17HG,19,3,26
MMP16,19,2,26
MPPED2-AS1,19,4,19
MRTFB,19,4,32
MT-ND4,19,7,22
MTCL1,19,2,19
NCAPG,19,2,19
NDUFB1,19,6,19
NEDD1,19,1,19
NFIB,19,8,34
NPTN,19,2,20
NPTX1,19,3,19
NR2F1,19,5,32
NXPH1,19,2,20
OLFM3,19,3,19
PCDH10-DT,19,5,23
PCDH11X,19,3,19
PCP4L1,19,3,25
PDE4B,19,1,19
PEG3,19,5,26
PELI1,19,3,22
PENK-AS1,19,3,19
PHEX,19,3,21
POLN,19,4,24
PPEF1,19,3,19
PPP2R2B,19,3,20
PRRG1,19,4,23
PSMB6,19,6,21
RAB31,19,4,26
RASGEF1C,19,5,23
SCN1A,19,4,26
SEMA3D,19,3,21
SEZ6L2,19,5,19
SGPP2,19,2,19
SHROOM3,19,3,22
SIK1,19,2,19
SLA,19,4,22
SLC24A4,19,3,21
SPRY4-AS1,19,7,25
SSTR2,19,3,19
STARD9,19,5,23
STAT3,19,3,19
STRN,19,2,19
STUB1,19,5,19
SULF2,19,6,21
TAC1,19,4,25
TAFA1,19,5,22
TCF12,19,4,28
THCAT155,19,3,23
TMEM72-AS1,19,2,19
TPBGL-AS1,19,4,25
TRIM28,19,4,19
TSKU,19,1,19
TSPAN18,19,2,19
TUSC7,19,3,24
WFDC2,19,4,23
ZC3H12C,19,2,22
ZCCHC2,19,3,23
ZFPM2-AS1,19,3,19
ZMAT4,19,4,23
ZSWIM6,19,4,20
ACAT2,18,4,18
ADRA2A,18,3,18
AKR1D1,18,3,25
ANKH,18,3,20
AQP4-AS1,18,3,30
ARHGAP29,18,5,21
ATP2B4,18,3,18
ATP5MC1,18,7,19
ATRNL1,18,5,25
B3GALT2,18,1,18
B4GAT1,18,3,21
BAALC,18,2,19
BRK1,18,5,21
CADM2-AS1,18,2,18
CAMK2B,18,3,28
CAMTA1,18,4,27
CARHSP1,18,5,22
CARMIL1,18,4,18
CASC2,18,4,22
CDADC1,18,2,19
CDH8-AS1,18,1,18
CELF2,18,4,20
CELF2-DT,18,5,21
CHCHD10,18,6,25
CHST15,18,4,22
CLU,18,3,21
CORO2B,18,3,19
CPVL-AS2,18,3,18
CREB5,18,4,19
CTSV,18,4,36
CUX2,18,4,20
CYP4X1,18,2,18
DISC1,18,5,30
DPP10-AS1,18,2,18
DPY19L3,18,3,18
DRD3,18,2,24
DSCC1,18,2,19
DYSF,18,2,18
EMX1,18,3,19
ENSG00000231252,18,5,18
ENSG00000232377,18,4,25
ENSG00000237076,18,3,20
ENSG00000237705,18,2,19
ENSG00000248984,18,2,19
ENSG00000250541,18,3,18
ENSG00000253693,18,4,19
ENSG00000255028,18,1,18
ENSG00000259200,18,2,18
ENSG00000259280,18,3,22
ENSG00000259977,18,3,21
ENSG00000261786,18,2,19
ENSG00000273674,18,4,19
ENSG00000274444,18,2,21
ENSG00000284052,18,2,18
ENSG00000285755,18,4,18
ENSG00000286163,18,4,20
ENSG00000286677,18,4,20
ENSG00000287373,18,5,19
ENSG00000287645,18,1,18
ENSG00000290884,18,2,18
ENSG00000290888,18,3,27
ENSG00000291063,18,4,23
EPB41,18,3,29
EPB41L4A,18,4,27
ERICH2,18,3,25
ESAM,18,3,26
FAT3,18,5,33
FBXW7,18,1,18
FIS1,18,8,19
FKBP5,18,1,18
FMNL2,18,5,19
FRMD5,18,4,21
FUCA2,18,2,18
GBE1,18,1,18
GLIS1,18,3,25
GNG12,18,2,20
GRIK1,18,7,23
GRM7-AS1,18,1,18
H2AC20,18,7,21
HIVEP3,18,4,19
HTR1F,18,4,23
IL17RD,18,3,21
INPP4B,18,4,26
ITGAV,18,3,18
KCNH7,18,6,21
KCNN2,18,3,20
LINC00632,18,5,28
LINC00903,18,4,19
LINC01102,18,3,21
LINC01412,18,2,18
LINC01470,18,2,23
LINC01497,18,3,20
LINC01512,18,5,27
LINC02479,18,6,21
LRCH1,18,3,19
LRFN2,18,6,20
LRGUK,18,2,18
LRTM1,18,6,22
MAP3K8,18,3,21
MARCHF3,18,5,27
MID1,18,6,19
MIPEP,18,5,25
MIR493HG,18,3,21
MIRLET7IHG,18,3,19
MRPL51,18,4,21
MYO1E,18,2,19
NAALAD2,18,5,24
NALF1,18,4,19
NDUFAB1,18,7,18
NECAB2,18,4,23
NELL2,18,5,21
NFIA-AS2,18,5,19
NHSL2,18,2,23
NPHP4,18,2,18
NSA2,18,5,18
NSG1,18,5,18
NTRK3,18,3,21
OVCH1,18,3,20
PALMD,18,4,21
PAWR,18,4,23
PDIA5,18,2,19
PEX5L,18,3,18
PHB2,18,3,19
PHLDA1,18,3,23
PIK3C2G,18,3,18
PITPNC1,18,4,19
PJVK,18,2,21
PLPPR1,18,3,19
PLPPR2,18,5,18
PPARGC1A,18,4,26
PPFIBP1,18,5,24
PPIB,18,5,18
PPM1L,18,1,18
PRICKLE2,18,3,18
RAPGEF4-AS1,18,5,27
RASSF7,18,2,21
RCAN1,18,3,22
SEL1L3,18,1,18
SF3B5,18,6,20
SH3RF1,18,3,19
SHB,18,3,18
SHC4,18,6,20
SLC4A10,18,4,22
SLC6A17,18,5,24
SMDT1,18,5,18
SMIM20,18,3,18
SNCAIP,18,2,21
SNN,18,6,18
SNX32,18,4,27
SOCS2-AS1,18,2,23
SPRY4,18,4,23
SSBP2,18,1,18
ST3GAL1,18,3,23
STMN2,18,5,20
STMN3,18,7,23
TBC1D1,18,3,21
TBC1D4,18,3,19
TBR1,18,3,19
TCF7L1,18,4,23
TENM1,18,5,18
THSD7A,18,5,20
TIMP3,18,5,19
TMEM147,18,5,20
TNXB,18,2,19
TRMT112,18,7,20
TRMT9B,18,4,18
TRPC3,18,4,21
TSHZ1,18,4,28
VWC2,18,5,21
WWP1,18,3,21
ZMIZ1,18,3,18
ZNF100,18,2,20
ZNF730,18,1,18
ABCG1,17,4,19
ADAM22,17,1,17
ADAMTS12,17,3,17
ADCY1,17,3,18
ADCY9,17,1,17
ADRA1B,17,2,21
AFF2,17,2,20
AK4,17,2,17
AK7,17,3,23
AKAP7,17,2,17
ARL6IP4,17,6,18
ATF4,17,6,17
ATP1A3,17,5,18
ATP2B1,17,4,23
ATP2B2,17,4,23
ATP6V0E2,17,4,17
ATP6V1G1,17,6,17
B3GAT1,17,2,23
BCAR3,17,1,17
BEND4,17,3,18
CADM2,17,4,17
CALD1,17,3,21
CBX1,17,5,19
CCDC85B,17,5,17
CCT7,17,5,22
CDCA7,17,3,17
CDCA7L,17,2,18
CFAP221,17,5,19
CHD7,17,4,25
CHPT1,17,2,17
CISD1,17,2,23
CLDN16,17,3,21
CLHC1,17,2,20
CNTN1,17,4,22
COL24A1,17,3,19
CPVL,17,3,18
CREM,17,2,20
CYP46A1,17,6,22
DAPK2,17,4,23
DNAH5,17,4,20
EEF1D,17,3,19
EIF3J,17,4,17
ELF2,17,2,20
ENHO,17,6,18
ENO2,17,4,17
ENSG00000224361,17,1,17
ENSG00000224658,17,2,17
ENSG00000228793,17,3,20
ENSG00000234206,17,1,17
ENSG00000243155,17,3,17
ENSG00000249738,17,2,18
ENSG00000249806,17,3,23
ENSG00000250049,17,3,17
ENSG00000250243,17,4,22
ENSG00000251187,17,1,17
ENSG00000254734,17,3,21
ENSG00000258028,17,4,20
ENSG00000258081,17,6,18
ENSG00000258185,17,4,24
ENSG00000259345,17,4,26
ENSG00000260848,17,2,22
ENSG00000263594,17,3,17
ENSG00000265125,17,2,19
ENSG00000272341,17,2,20
ENSG00000279110,17,2,17
ENSG00000286068,17,1,17
ENSG00000286313,17,4,28
ENSG00000286622,17,5,27
ENSG00000286776,17,1,17
ENSG00000287018,17,1,17
ENSG00000287083,17,4,19
ENSG00000287231,17,2,17
ERICH3,17,4,17
ETV1,17,4,23
FAM171B,17,3,23
FAM184B,17,2,18
FEZF2,17,1,17
FKBP2,17,4,17
FLNA,17,3,18
FOXP1-AS1,17,1,17
GALNT10,17,5,18
GCH1,17,3,21
GNG4,17,4,28
GPR158-AS1,17,2,20
GPR37,17,2,18
GPR63,17,3,24
GRIA1,17,3,19
GRK3,17,5,24
GRM1,17,5,18
H1-2,17,6,17
H1-4,17,5,19
HEBP2,17,3,17
HES4,17,5,17
HIVEP2,17,4,24
HSPA5,17,6,18
IKZF2,17,3,20
IMPA2,17,2,17
KDM3A,17,4,21
KLHL2,17,3,27
LAMA1,17,5,23
LCORL,17,3,22
LINC00461,17,4,26
LINC00710,17,3,20
LINC01145,17,3,17
LINC02008,17,6,18
LINC02488,17,3,20
LPP,17,3,18
MBNL2,17,5,24
MCF2,17,3,22
METTL26,17,4,18
MIATNB,17,2,18
MICAL2,17,2,17
MRPL20,17,5,18
MRPS34,17,5,18
MT-ND1,17,5,17
MTARC1,17,1,17
MYO15A,17,1,17
MZT2A,17,7,18
NCKAP5-AS1,17,1,17
NFIB-AS1,17,2,17
NHSL1,17,5,19
NIPAL3,17,3,22
NSMF,17,7,17
OPRD1,17,2,20
PALS2,17,4,21
PCBP3,17,3,19
PDE8B,17,3,21
PDGFD,17,5,25
PELI2,17,4,24
PGRMC1,17,7,18
PHEX-AS1,17,2,19
PIPOX,17,1,17
PLA2G4C,17,3,21
PLEKHA7,17,4,30
PMEPA1,17,4,24
POMP,17,4,17
PPM1E,17,4,24
PRSS23-AS1,17,6,20
PSMD8,17,5,17
RASSF5,17,3,21
SCD5,17,3,18
SCG5,17,3,22
SCN7A,17,3,17
SIAH3,17,3,17
SLC22A15,17,4,17
SLC22A17,17,5,19
SLC2A11,17,3,23
SLC35F1,17,5,17
SNHG22,17,2,18
SNHG4,17,2,18
SNRPE,17,7,18
SOX5-AS1,17,2,17
SPOCK2,17,4,23
STEAP2-AS1,17,2,19
STK32A,17,5,21
STUM,17,3,17
STXBP5-AS1,17,2,22
SYT9,17,3,19
TMC3-AS1,17,1,17
TMEM170A,17,2,22
TMEM178B,17,2,17
TMEM258,17,7,17
TMOD1,17,3,19
TOMM20,17,5,18
TTC34,17,2,20
TTLL9,17,1,17
UBE2QL1,17,3,24
UFC1,17,7,17
UTRN,17,6,27
VCAN,17,5,18
VSNL1,17,6,20
WIPF1,17,2,19
ZCCHC12,17,3,18
ZMIZ1-AS1,17,1,17
ZNF608,17,3,22
ZNF625,17,1,17
ABHD3,16,2,16
ABLIM3,16,5,17
ADAMTS6,16,3,20
ADCYAP1R1,16,2,18
ANKRD50,16,1,16
ARHGEF10,16,3,17
BACH1,16,5,18
BMPER,16,3,16
C4orf50,16,3,19
CACNA1C,16,5,16
CACNA1H,16,1,16
CASC17,16,2,16
CAV3,16,3,17
CCDC28B,16,5,16
CCND2-AS1,16,3,26
CD47,16,2,22
CD55,16,2,18
CDK2AP1,16,5,16
CELF4,16,2,16
CENPE,16,4,18
CFAP20DC-AS1,16,2,17
CFAP299,16,3,16
CHCHD1,16,4,16
CHKA,16,3,22
CHMP1B,16,2,16
CIDEA,16,1,16
CLEC2L,16,3,20
CLVS1,16,3,17
COL22A1,16,1,16
CRIP2,16,4,16
CSNK2B,16,5,16
CTNND2,16,3,18
CYYR1,16,4,16
DAP,16,1,16
DCDC2,16,3,16
DDT,16,3,19
DGKZ,16,2,17
DLX6,16,3,20
DNM3,16,5,18
DSG2,16,4,20
EBF2,16,3,25
EIF3D,16,4,17
EIF4EBP1,16,2,16
ELAVL4,16,2,20
ELMOD1,16,4,22
EMB,16,4,23
EMID1,16,2,17
ENSG00000229151,16,3,20
ENSG00000235296,16,3,21
ENSG00000245768,16,4,21
ENSG00000250092,16,3,18
ENSG00000251600,16,3,16
ENSG00000260971,16,3,19
ENSG00000269887,16,2,16
ENSG00000277855,16,3,16
ENSG00000285622,16,1,16
ENSG00000285637,16,1,16
ENSG00000285769,16,2,16
ENSG00000285780,16,3,16
ENSG00000286685,16,5,23
ENSG00000287092,16,3,20
ENSG00000287679,16,4,22
ENSG00000287814,16,2,17
ENSG00000288105,16,4,17
ENSG00000288921,16,2,19
ENSG00000291041,16,5,18
ENTPD3-AS1,16,3,21
FOXP1-IT1,16,1,16
FSTL5,16,5,20
GDI1,16,6,16
GDNF-AS1,16,4,20
GKAP1,16,2,21
GNAI1,16,3,20
GNG8,16,4,17
GPR155,16,4,21
GPRC5B,16,2,16
GRM3-AS1,16,5,26
HCRTR1,16,4,16
HDAC9,16,3,18
HIVEP1,16,2,20
HPCA,16,4,18
HTR1E,16,4,28
HYMAI,16,2,16
INSYN2B,16,4,19
ISYNA1,16,5,18
KCNT1,16,3,20
KIAA0319,16,3,18
KIF17,16,3,25
KIRREL1,16,3,21
LDHA,16,5,16
LETR1,16,3,16
LINC01608,16,5,32
LINC01811,16,3,17
LINC02899,16,6,17
LPCAT2,16,3,20
LRRK1,16,2,16
LSM7,16,4,16
MAF,16,4,19
MCUR1,16,3,17
MIR3681HG,16,3,17
MIR548A1HG,16,3,20
MITF,16,4,19
MOV10L1,16,2,17
MOXD1,16,3,16
MTUS1,16,5,21
MXRA7,16,4,16
N4BP2L1,16,1,16
NAB1,16,2,16
NCOA2,16,2,16
NDUFA3,16,6,19
NDUFA6,16,5,16
NFIA,16,3,16
NME1,16,7,16
NPHP1,16,4,20
NPTN-IT1,16,3,17
NREP-AS1,16,3,17
NRG2,16,5,17
NSG2,16,3,21
NUDT1,16,5,16
OBI1-AS1,16,5,22
PCCA,16,2,16
PDE2A,16,3,19
PDE4D,16,8,17
PDYN,16,1,16
PLA2R1,16,3,18
PLCH1,16,3,24
POU3F1,16,6,20
PRAF2,16,5,16
PRKD1,16,4,17
PROK2,16,2,18
PTGR3,16,3,18
PTPN18,16,1,16
PTPRO,16,3,16
RGS7,16,4,19
RIPOR2,16,5,22
RPRM,16,4,16
RPS6KL1,16,2,19
RRAGA,16,5,16
RSPH9,16,1,16
SCIRT,16,3,17
SCN2A,16,4,16
SH2D3A,16,3,22
SHANK2,16,3,18
SHISA2,16,2,16
SLC12A8,16,4,27
SLC19A3,16,1,16
SLC35G1,16,3,21
SLC9A5,16,3,19
SNHG25,16,6,16
SNX7,16,2,17
SOX6,16,4,19
SOX9-AS1,16,3,17
SPECC1,16,2,16
STARD13-AS,16,5,19
STN1,16,2,17
STYK1,16,2,16
SYN2,16,4,16
SYNJ2,16,2,17
TBC1D31,16,3,21
TCEAL8,16,6,16
TEX2,16,1,16
TFB1M,16,2,17
THBS3,16,1,16
TMEM108-AS1,16,3,19
TMEM35A,16,4,16
TRHDE-AS1,16,2,16
UPP1,16,5,20
USP28,16,3,18
VAT1,16,4,17
VIM,16,3,20
VPS28,16,6,16
VSTM2B-DT,16,2,22
WWTR1,16,1,16
ZBTB20-AS1,16,3,17
ZBTB46,16,1,16
ABCA6,15,4,18
ABLIM2,15,4,22
ADAM12,15,4,22
ADORA2A,15,3,18
AFF3,15,4,19
AGBL4,15,4,16
AHI1-DT,15,3,17
ARL15,15,3,16
ARL6IP5,15,4,15
B3GNT2,15,4,25
BAALC-AS1,15,3,15
BCL2,15,3,16
BSCL2,15,5,17
BZW1,15,4,20
C12orf40,15,2,17
C1QBP,15,8,15
CBLB,15,4,17
CCDC144A,15,4,19
CCDC90B-AS1,15,2,17
CCNT2-AS1,15,3,16
CDYL2,15,5,19
CENPX,15,5,15
CFAP20DC,15,3,18
CHGB,15,4,15
CLDN1,15,3,19
CLGN,15,2,15
CLTB,15,4,16
CSRP1-AS1,15,3,17
CTNNA3,15,6,17
CXXC4,15,3,19
CYC1,15,7,15
DAB1,15,5,20
DDX21,15,5,15
DENND3,15,1,15
DET1,15,2,17
DGKI,15,2,15
DNAI1,15,3,19
DPF3,15,5,16
DPH6-DT,15,3,19
DPP10-AS3,15,1,15
DPP7,15,4,18
DPYD-AS1,15,4,16
DTNA,15,5,19
EIF3K,15,5,15
EIF5A,15,6,16
ELAVL2,15,1,15
EML1,15,2,17
ENSG00000223436,15,3,16
ENSG00000225087,15,4,20
ENSG00000226149,15,2,15
ENSG00000227400,15,3,15
ENSG00000250101,15,5,19
ENSG00000250761,15,2,15
ENSG00000251199,15,2,20
ENSG00000253901,15,6,27
ENSG00000257894,15,1,15
ENSG00000258603,15,5,18
ENSG00000259106,15,2,16
ENSG00000261502,15,4,19
ENSG00000274265,15,5,23
ENSG00000279668,15,4,17
ENSG00000280145,15,2,15
ENSG00000283982,15,2,16
ENSG00000284977,15,4,16
ENSG00000285454,15,4,16
ENSG00000285517,15,3,17
ENSG00000285519,15,3,19
ENSG00000285572,15,2,15
ENSG00000286003,15,3,16
ENSG00000286330,15,2,18
ENSG00000286863,15,4,25
ENSG00000287347,15,1,15
ENSG00000287528,15,3,19
ENSG00000287783,15,1,15
ENSG00000289192,15,1,15
ENSG00000289433,15,2,16
ENSG00000289435,15,3,18
ENSG00000289901,15,5,16
ENSG00000290067,15,1,15
ENSG00000291171,15,1,15
EPB41L2,15,3,15
FAHD1,15,2,15
FAM135A,15,4,16
FAM32A,15,4,15
FGF12,15,5,17
FOCAD,15,1,15
FOXP4,15,4,20
FXYD6,15,2,16
GAB2,15,2,16
GALNT3,15,4,16
GFOD1,15,1,15
GMPR,15,5,18
GPR143,15,2,19
GPR27,15,5,15
GPRIN3,15,6,18
HLF,15,2,15
HMGN2,15,6,18
HS3ST2,15,5,22
IK,15,6,16
INPP1,15,2,19
ITGB3,15,1,15
ITM2B,15,4,15
JARID2,15,2,16
KCNG3,15,4,24
KCNH8,15,4,16
KIAA1958,15,2,15
KLF3-AS1,15,2,15
KRT10,15,5,15
KRT222,15,4,17
KRT31,15,3,18
LAMC2,15,2,17
LHX1-DT,15,2,20
LIN7A,15,4,22
LIN7B,15,3,16
LINC00354,15,3,15
LINC00861,15,2,19
LINC00923,15,1,15
LINC01141,15,2,16
LINC01170,15,3,15
LINC01588,15,3,19
LINC01591,15,2,15
LINC02192,15,3,17
LINC02254,15,4,15
LSP1P5.1,15,2,16
LUZP2,15,5,16
MACROD2-AS1,15,4,22
MAGI3,15,4,16
MAP6,15,2,19
MARCHF1,15,4,16
MAST3,15,1,15
MB21D2,15,2,23
MGC32805,15,1,15
MINAR2,15,1,15
MIR181A1HG,15,1,15
MIR181A2HG,15,3,20
MPPED1,15,4,18
MRPL16,15,2,15
MSC-AS1,15,3,15
MTURN,15,2,15
MYLIP,15,3,16
MYO3B-AS1,15,2,19
NBL1,15,5,15
NDUFS8,15,7,15
NEMP2,15,1,15
NEUROG2-AS1,15,3,16
NKAIN3,15,6,19
NR4A3,15,5,20
ODC1,15,5,16
OLFM1,15,4,15
ORAI2,15,4,20
PALLD,15,1,15
PANTR1,15,5,22
PCSK6,15,1,15
PDE4A,15,2,19
PDHA1,15,3,15
PLIN5,15,2,15
PLPP3,15,6,26
POU3F3,15,4,15
PPP3CA,15,3,17
PRELID1,15,6,15
PRKCG,15,3,19
PRKG2,15,3,19
PSMB4,15,4,15
PSMC1,15,5,19
PTPRT-DT,15,1,15
QKI,15,3,25
QKILA,15,5,15
RAC2,15,2,17
RASSF8,15,2,19
RBP4,15,3,15
RGMB,15,4,17
RNF152,15,1,15
RNF217,15,1,15
RSPH1,15,3,19
SCN1A-AS1,15,4,20
SDC2,15,4,16
SEC24D,15,1,15
SEMA5B,15,4,19
SERINC5,15,5,15
SFXN4,15,1,15
SIPA1L1,15,3,24
SLC26A11,15,3,16
SLC4A8,15,2,17
SLIT3,15,6,16
SLITRK1,15,3,18
SMAD7,15,1,15
SMIM17,15,3,24
SMPDL3B,15,2,19
SNRNP27,15,6,16
SOBP,15,4,21
